SUBDIVISION,YEAR,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
KONKAN AND GOA,SEP,470.9916524,284.3089007,275.2152139,222.6876905,196.5599966,164.350158,136.7043729,562.4854509,467.9085396,184.7536364,106.1022592,228.2747836,373.0236598,772.4543131,465.8605298,593.6652691,82.58681906,397.8042492,229.2996298,348.0935101,280.6452895,294.9600584,349.348942,150.401473,439.5179462,220.7944258,297.304973,215.2808975,699.9565703,173.5989985,682.4906979,457.0533544,399.2150602,393.6506463,387.9230403,279.6315728,350.2650169,304.1282737,298.6044974,259.3696335,210.6331963,494.5114005,77.2889217,363.843351,379.5132844,489.1678019,198.8992467,1597.457817,597.0964691,174.3646721,96.27504689,130.8248267,832.0071186,409.0955184,544.1526927,133.5205737,388.675332,386.8027562,410.5459018,309.2894742,731.5097853,293.3958648,519.5094301,109.198895,528.8380818,270.8268031,178.3772009,674.430671,334.5532402,410.1562343,144.566018,476.0137664,235.2243059,613.8276849,374.4038931,357.447985,275.2211043,338.4192895,134.2439286,482.9880243,162.6462035,757.7592248,264.3934426,169.97162,66.56426011,170.0786864,369.8511836,438.0112468,272.7572582,71.86611174,469.8713257,469.0667716,324.9070186,533.0885367,344.3716558,177.448899,768.6679304,212.6176027,142.2427607,268.3474839,214.3343949,277.5179012,293.995917,512.0487732,487.1238281,667.4504182,624.6477265,193.0638316,672.5464812,475.4728632,694.0703873,231.0455487,491.5468218,334.6566549,236.7880845
KONKAN AND GOA,OCT,57.01316353,140.4093063,114.5250406,89.26750916,27.91593659,11.42434025,15.12107722,25.60742818,151.6393399,36.00327273,56.42568371,126.2321977,14.85582497,257.484771,153.7843097,426.660965,3.875433257,178.9256829,53.00088488,44.43911375,44.49909991,6.731285358,20.46125123,93.18895254,39.79926886,163.8773073,155.0032355,130.764483,175.6986452,259.4092491,387.6224021,169.0664631,73.01385542,60.30911737,64.03514301,117.7396096,405.3993251,77.3999117,156.792328,81.83605086,25.04644738,177.7876171,159.628228,46.89025965,53.74544417,49.94919465,41.03683342,221.1487685,91.46519546,400.4980802,166.6933669,97.01546531,54.19628094,262.5103208,244.8310454,88.5366132,55.51057647,149.2948929,118.080547,158.3669001,67.87921187,88.02833816,216.6336499,6.588950276,52.34721937,93.60648886,115.0934537,43.61932156,91.79618806,45.69859863,8.853106287,112.7458304,159.8533734,212.7420771,21.07124765,71.13852376,76.11052761,34.03240885,16.69981564,59.39365841,31.65698183,121.4692308,142.3288056,227.36896,15.97542243,190.0142324,40.04376789,117.6289771,160.3461605,15.73767064,108.0950342,178.7669076,110.2206098,249.7065494,274.5816802,17.97577137,383.1025641,128.6010879,116.6924525,118.2329462,74.34076433,50.54226255,32.97806228,57.70732344,246.5462936,49.97658303,64.93525894,153.1556692,240.7648047,122.1426125,235.8465453,101.2477265,115.6511831,126.9722634,62.88892886
KONKAN AND GOA,NOV,32.76530394,12.36559232,0,12.93577079,9.010840293,1.904056709,0.983484697,10.82828391,52.08698906,22.52836364,76.51605232,1.878804803,7.597499526,23.98693646,64.6840697,34.09104769,34.74526368,29.60537404,2.933255079,10.58810188,96.73717372,0.081099824,4.092250246,23.23477905,1.116816218,80.01392019,8.655002996,9.609988249,13.67405021,29.11217331,31.5663168,18.06386251,64.78012048,10.31726736,81.5648923,2.958281648,27.36445444,30.29272406,24.24062049,0.266566941,0.945148958,29.34973726,12.71614698,3.759575384,193.6199511,1.966503726,88.78110293,17.15281307,6.220554855,49.06540773,0,0.124299123,0.11083084,12.546774,57.75501584,54.0829889,14.89061084,18.38387956,22.03210206,1.527041222,17.80438344,11.20708984,25.91377205,1.628729282,132.7162988,0.597851662,7.590519187,26.7010095,0,1.018038088,27.91332335,3.156012626,0,22.30093388,73.69746717,72.80150224,55.27074029,98.16064194,21.05628928,24.62173657,52.3355329,11.50636268,3.477283372,2.7755,54.88991295,23.01131591,0,5.247389313,17.55368493,0.620203769,3.831216401,7.383167537,1.758414369,5.591393472,1.339967533,38.83756107,60.61229853,0.500950259,2.033855382,4.001333333,2.96178344,1.765262846,10.22420168,0,27.40756722,17.53564317,1.019925533,60.28573838,135.0662705,3.147482118,3.097927209,1.424114037,9.373956078,37.92497583,-16.38300762
KONKAN AND GOA,DEC,36.83219178,1.695282818,0,0,0.618391001,0.901921599,0,0.146328161,0,3.789818182,0,0,2.442053419,0.562193823,0,0,0,15.09011784,0,0,1.289828983,0,0,0,0,1.4664636,0.449610545,10.38221945,0.774002842,11.98404027,12.26747857,26.71946329,0.605421687,0.562760038,1.34051024,0.517699288,0.101349831,0,0.544733045,9.729693343,8.371319339,0,0,0,11.81718011,2.851430403,0,0,0,0,1.98051525,0,9.531452271,0,0,0.613417643,0.202593345,0.22238564,0.720003335,0,133.8110693,0,0.54843962,61.96574586,1.311661533,11.95703325,0,1.035815024,0.213977128,0,0,0.217656043,0,0,0,0.184775386,3.171271984,0,20.33021034,0.100496884,0,3.795913462,0.35971897,0,1.02406554,10.59431871,0,0,0,0.232576413,0,3.14177342,0,0,1.004975649,49.14476943,0.136822344,0,7.881189604,0,0.296178344,0,0,0.07543441,0,0.10959777,2.719801422,0,1.772190991,0,0,1.017224312,13.70941076,0,-26.89648805
GUJARAT,JAN,2.992615582,0.299167556,1.0146183,0.106907197,0,0.300640533,3.196325266,0.146328161,0.74945308,3.684545455,0.078478002,0,0,14.05484558,0,0.418295064,0.267271259,8.766639886,44.60570655,0.618283322,2.25720072,0,1.507671143,0,6.599368561,0,0,1.630265864,2.580009474,0,0,0,0.121084337,6.846913792,0,0,0,0,10.25913901,1.332834705,1.350212797,0.105574595,2.615377747,7.310285468,0,0.393300745,6.179291519,0,0,0,0,7.830844734,0.11083084,0.26507269,0,2.3514343,1.012966724,0,2.304010673,0,0,1.341019297,0.137109905,5.478453039,0.238483915,0,0.088261851,0,0.213977128,0,0.104154192,0.217656043,0,0,3.321575985,3.603120035,0,1.269866002,0.080675438,1.306459491,0.300778925,0.118622296,0,0,0,0.455669622,0,1.894890585,0,0,1.094633257,0,5.754810662,2.795696736,1.11663961,0.577203668,0,0,0,7.873591398,4.047770701,0,0,0,0,0.10959777,0,0,0.253170142,0,0.134692487,0,6.678943706,2.500547857,-29.79973562
GUJARAT,FEB,0,0.099722519,13.44369247,0.748350376,11.21937958,14.6311726,0.184403381,0.731640805,0,0,0,0,2.509888236,3.56056088,0,7.738458678,0,0.143715408,1.820641084,0,0,4.217190827,0,0,0,4.491044776,0.224805273,0,0.258000947,0.056528492,0,3.198808985,0,0,1.856091102,2.958281648,0.101349831,1.46792936,3.994708995,16.66043381,9.248957657,0,0,0,2.386161369,0,0.21125783,0.204200156,0,0,0,0,2.216616807,0.088357563,0.125554382,0,0,0,0,0.381760306,0,0,0,0,0,0,0.264785553,0.230181116,1.069885642,0.113115343,2.083083832,0.761796151,0,0,0,0.092387693,1.245856851,5.841383609,0,0,0.075194731,0,0,0,0,0.569587028,0,0,2.784959629,0,0,1.335253704,0,0,0,0,0.136822344,1.431286454,0.127115961,0,0,5.667422823,0,0,0,0.438391079,0,0,0,0.203063363,0,0.610334587,0.117174451,0,-29.90704547
GUJARAT,MAR,0,1.396115262,21.3069843,1.175979163,0,0.200427022,0.122935587,0.146328161,0,19.89654545,0,0.1174253,0,22.67515087,0.150253356,0,0.13363563,0,0,0,0,1.216497354,0.430763184,0.124918167,0.913758724,0,0,0,0.258000947,0,1.196827177,0.658578321,0.847590361,0,1.34051024,0.147914082,0,4.136891832,9.16967292,0.133283471,0,0,4.599457418,0,0,0,0,0,0,0.54066565,0,0,6.09569622,0.088357563,0,0.204472548,0.303890017,0,0.288001334,0,1.947354439,0.862083834,0,0.444198895,0,35.95650712,1.059142212,0,0.106988564,0,0,0.108828022,0,0.772804639,0,0.184775386,0,0,0,0.703478188,0.075194731,0,0,0,0.102406554,0,0,0,0.168785432,0,0,0.078544336,0,0.254154249,0,0.164915334,0,0,0,0,0.098726115,0.092908571,0,0,0.974491279,0,0,0.149468773,0,0,0,0.067814954,0.234348902,8.474078848,-30.13309529
GUJARAT,APR,0.460402397,0,0.253654575,0.32072159,0,2.104483731,0,8.048048855,0.124908847,0,0.156956005,0,0.135669634,2.998367057,0.075126678,5.542409594,0,1.868300304,0.202293454,0,0,3.243992944,0,0,2.030574942,0.18330795,0,4.719190658,0.129000474,0,0.598413589,3.292891603,0.363253012,1.500693434,0,0.073957041,0,0,1.815776816,0.932984293,0,0.633447567,2.07426511,1.984220341,1.249894051,39.72337527,0,0,0,0.405499238,0,0.062149561,0,0.618502944,0.125554382,0,1.114263396,2.075599305,0,0,1.808257693,0.287361278,0,0.296132597,0,0.341629521,0,0,0.106988564,0.33934603,0,0,0.401978307,0,0,0.092387693,2.265194274,0,0,0.100496884,1.955063011,9.489783654,0,0.88816,0,0,1.496403882,0,0,0,0,0,0.079927926,0,0,2.721103005,0,0,0,0.258150538,0,0,0,0,0,0,3.513076836,0,0,0,0,3.11948789,1.17174451,7.640562896,-30.62325829
GUJARAT,MAY,0.767337329,12.2658698,4.946264212,0,0.088341572,0.400854044,0.061467794,3.804532186,0,0.947454546,0.470868014,15.85241553,3.663080129,4.310152645,6.53602098,102.7960119,8.084955587,3.018023567,63.92473138,0,0,3.730591885,5.922993777,32.22888707,8.629943503,1.741425525,0,0.772231199,1.419005211,0.960984362,0.598413589,41.67859943,0,0.375173358,0.824929379,0,16.01327334,0,1.361832612,1.199551234,6.075957585,20.05917295,2.07426511,0.731028547,4.772322738,0,0.369701202,5.105003889,0.076796974,2.838494662,0.22005725,0.186448684,0.221661681,2.739084465,33.2719113,5.827467613,0.709076707,1.037799653,11.52005336,0.381760306,3.199225149,0.287361278,5.484396201,0.962430939,0.596209788,0.170814761,0.088261851,0,5.670393901,5.655767158,1.874775449,1.414764281,34.36914524,0.110400663,0.207598499,14.22770475,0.339779141,0.380959801,0.080675438,0.301490652,34.43918688,1.542089844,0,2.33142,2.04813108,0.341752217,0,0.145760814,27.76520357,0,1.231462415,0,0,0,0,2.968476006,0,5.295759879,45.88886205,2.710580645,0,0,4.410439941,0.226303229,0.24362282,0.328793309,0.113325059,0,0,0,0,0,1.523267863,1.250273929,-25.93818997
GUJARAT,JUN,25.16866438,30.01647812,61.25757986,21.48834652,156.8062894,72.55458195,41.49076067,234.8566984,328.0106314,166.3309091,82.4803805,428.0152192,150.7967986,241.1811502,95.18550093,132.5995352,25.25713398,158.0869488,191.470754,24.03576413,140.5913591,2.108595413,126.3213036,330.5334697,20.40727817,127.7656412,57.8873577,106.0530846,206.6587589,10.4012425,86.62036696,111.2997362,266.0222892,77.28571184,195.3020304,192.7320494,268.5770529,40.43478146,138.543771,56.64547494,87.83134242,140.2030615,99.29416896,168.0321331,265.0911654,5.309560061,34.59346961,71.87845476,8.985245902,88.66916659,152.6097029,89.24677014,126.6796505,92.68708398,129.1954593,155.1946638,104.7407593,72.64597568,189.2168765,57.39129927,68.57469559,62.64475861,145.6107191,8.291712707,146.7868498,113.3355937,29.83250564,115.666011,280.9519695,199.3092346,91.44738024,105.889665,14.80620097,172.2250339,355.5124296,286.5866243,176.1188548,168.003272,210.8049191,111.8530318,29.77711355,153.3786283,102.1601874,16.31994,184.4342038,79.28651423,44.71254801,163.980916,66.67024566,43.10416195,181.7091207,104.6210549,256.3288583,10.80155557,138.3516477,292.9720902,152.5569139,113.0716299,79.95593969,279.9642581,231.2165605,194.4576388,135.8215027,277.0705869,150.4370912,103.0219036,65.95518447,8.469897127,75.06494699,16.54966404,46.33421565,105.5878836,13.59223631,167.6756257,56.47380818
GUJARAT,JUL,176.3341182,451.6432871,247.059556,714.4607949,275.1839952,325.6939107,345.5104677,608.1398371,362.485473,70.21690909,490.4090369,496.9438704,331.5765865,241.555946,126.438199,334.7406247,73.83368532,482.7400553,271.1743747,409.3808444,338.3651365,239.2444796,320.1647363,248.9619067,412.3082419,827.9103564,418.9246255,303.486861,549.542018,187.9572354,807.8583447,227.0213553,322.2054217,333.904289,137.5569739,427.323784,347.2245219,280.641404,189.1131554,895.531638,338.2958162,511.1921864,564.4706662,541.7965859,331.4491769,213.0706787,98.18207635,592.1804511,561.1554855,295.4737777,536.6096042,149.1589473,393.4494833,97.10496215,830.2911299,262.8494602,341.1671926,468.9371859,314.3534562,232.3011459,415.6210759,279.123588,508.6777476,327.5226519,377.2815537,352.9032956,246.3388262,381.2950193,279.4541296,286.8605102,217.0573353,328.0076571,90.78010096,242.3294547,606.6028143,522.1752419,317.9200164,221.2106575,216.7749015,416.3585902,206.3343423,484.9279447,300.3653396,274.44144,165.6938044,136.0173822,343.035626,511.9119796,187.0142587,341.7322768,350.6931298,437.8061261,392.1264043,573.1178309,418.2931981,199.465096,427.159359,157.012124,382.7461596,413.0408602,45.21656051,481.9167571,238.7651804,285.6701096,701.6337209,622.296137,296.7983301,194.4588735,415.4522024,263.1701178,240.0220125,274.9218241,360.3114367,492.7468471,251.977811
GUJARAT,AUG,229.4338613,201.4394877,91.06199242,40.51782751,218.2920232,565.6050559,224.9721245,354.9921186,422.816446,98.32472727,228.4494649,251.0552918,93.40854328,217.9438055,314.7056538,396.5437204,142.5892167,691.5585431,111.6659865,158.7442428,114.7947795,127.7322222,287.5344252,102.1830606,478.2003988,182.5747182,247.8478131,129.305824,197.2417243,308.815151,219.3185802,445.5752751,475.7403614,100.4526667,54.54845516,23.66625318,136.4168729,354.037872,219.527417,250.173074,248.3041333,85.40984693,453.3622047,256.1732893,533.5911328,252.794054,61.21195615,419.6313197,59.05687264,219.7805867,150.0790445,343.6249249,237.2888292,347.6870119,414.0783527,203.1434762,290.8227464,238.545663,303.2654048,111.0922489,251.7651096,336.1169082,406.2566486,122.8209945,84.90027379,174.3164633,262.2259594,177.930003,530.4493011,219.5568811,187.8941617,396.6781387,69.00627601,496.3613797,500.7275797,224.4097068,459.4946585,560.3918666,200.9625157,378.8732525,200.2435691,481.4878981,505.2852459,202.6115,152.9953917,205.7348343,146.9468613,434.8045089,447.7033585,103.7290804,334.4104601,54.58831318,295.8132536,161.8962565,255.152151,295.1984472,268.3086172,39.4319418,169.0642286,331.4652903,235.4617834,292.2903639,555.0137716,173.0465359,761.077689,378.7698925,418.7360939,71.49589634,545.5816552,458.6186041,310.1967984,143.1573682,162.4037891,51.95582769,187.5405602
GUJARAT,SEP,215.7752568,182.6916542,175.0216567,86.91555084,119.0844384,17.53736442,15.42841619,209.6882547,55.83425446,60.74236364,30.52794293,171.4409383,159.3439856,98.75871495,145.4452485,369.8774101,11.7599354,112.2417336,32.06351242,313.083217,337.8277078,66.42075552,213.9816115,17.73837971,364.5897308,104.3938776,155.452846,17.6755141,132.612487,48.84061697,193.2875891,214.0379542,98.32048193,175.9563051,181.2782309,236.7364889,26.65500562,122.2384812,108.7650313,54.24637248,109.7723004,160.6845328,65.11388736,354.5488452,118.8535615,248.4677458,26.3015998,492.3265751,235.4595208,9.867148112,12.7633205,64.94629164,578.5369867,275.1454524,169.4984161,16.4600401,340.2555226,279.909392,105.2644876,189.4167383,315.8887093,218.0114229,157.1279512,17.84198895,219.28596,105.7343369,40.42392777,220.8587812,344.2891995,152.5925979,23.95546407,421.1644435,46.02651613,351.6261109,155.179878,147.8203091,59.23483027,58.79479589,19.36210509,138.585203,19.40024064,214.4691106,106.9564403,20.09462,6.041986687,6.493292114,113.9661197,84.54127226,190.8963237,32.40564693,333.9999727,116.0885279,274.7122812,90.2247583,168.9475731,79.24181782,474.6367125,40.93479258,17.16065478,22.97539785,112.2515924,101.7348851,51.92290657,255.8735178,171.2668423,185.6586221,231.523096,27.35278543,274.1832634,164.988982,355.3187816,194.8323632,275.4771342,129.7506499,74.94039697
GUJARAT,OCT,1.764875856,5.385016009,7.736464537,1.496700753,5.212152719,0,0.614677936,2.194922415,28.85394358,0.526363636,10.67300832,1.291678302,5.765959462,210.4478878,24.34104365,244.388891,0.13363563,47.42608463,0,0.309141661,5.374287429,0.729898412,22.61506715,0.499672668,0.101528747,24.01334146,22.03091672,6.177849589,62.17822833,64.21636675,45.03062255,14.2064752,1.089759036,13.31865422,1.34051024,2.44058236,30.70899888,1.734825607,83.07178932,4.398354525,0,44.97477724,15.24133929,2.819681538,1.249894051,8.160990464,9.612231251,47.98703656,2.534300126,18.78813134,1.98051525,0.621495614,35.46586891,45.41578758,134.8454065,7.667720543,47.50813935,90.21444123,9.072042025,10.24390153,0,24.90464409,0.685549525,0.740331492,0.953935661,0.854073803,9.090970655,0,6.205336722,5.655767158,0.208308383,7.726789533,25.86060441,53.21311945,0.207598499,0.646713852,6.908842536,14.60345902,0.645403503,41.00272865,4.887657526,94.66059195,6.834660422,137.6648,1.53609831,3.873191787,6.703889393,2.186412214,13.50283456,0,26.27119818,23.64184499,1.598558517,29.10066148,26.01770292,6.679071013,135.1804762,49.73720427,0.254231923,37.30275269,0.592356688,1.765262846,22.25267425,1.056081736,11.20664971,0,13.14570687,13.65148125,15.44337864,0.406126725,9.563166602,36.0775556,3.866756882,3.056225158,-16.9155619
GUJARAT,NOV,1.151005993,0,0.126827288,0.213814393,0,0,0,0,18.48650931,4.000363636,34.60879905,0.1174253,4.070089032,5.24714235,3.005067117,0,0.334089074,28.16821996,0,0,4.406915692,0,0,8.244599018,0.101528747,16.77267743,18.43403235,0.514820799,0,2.374196658,1.346430575,1.317156641,21.31084337,0.09379334,54.13599047,0.073957041,0,3.202754967,24.24062049,0,0,0.422298378,0,0,39.08759576,2.261479285,13.25642881,5.105003889,0,9.867148112,0,0,0.11083084,0.088357563,2.76219641,8.38337446,10.12966724,3.484041691,0,0.063626718,12.37961036,31.70552767,0,1.77679558,0.357725873,0,0.088261851,8.28652019,0,0,0,0,0,0,59.89216698,8.222504695,29.67404499,117.843565,0.322701751,30.6515496,72.63811032,0,2.038407494,0,1.126472094,12.75874942,0,0,4.050850369,0.542678298,3.420728929,1.178165033,0.079927926,0.381231373,0.111663961,0.742119001,6.02018315,0,0,0.258150538,0.098726115,0,0,0,3.532530887,1.534368777,0.113325059,4.035656867,51.89987903,0,0,0.067814954,1.523267863,0.416757976,-28.35277265
GUJARAT,DEC,9.131314212,0,1.52192745,0.106907197,0.795074144,0,0,8.048048855,0,0.105272727,0,0.352275901,0,0.374795882,0,0,0,0,0,0.15457083,0.75240024,0,1.076907959,0.249836334,0,13.5647883,2.023247454,9.953202115,1.161004263,0.734870394,0.448810192,7.43252676,0,0.281380019,0,3.549937977,0,0.266896247,0,0.533133882,0.20253192,0,0,0,6.249470253,0,0.316886745,0,0,0.405499238,0,0.248598246,2.881601849,0,1.757761352,0.204472548,0.101296672,0,0.144000667,0,4.033805623,0.383148371,0,0.074033149,0.119241958,18.02095725,0,3.682897862,0,0,0,0.108828022,1.004945767,0,0,0,6.682323108,0.1269866,14.19887706,0,0,0,0,0.33306,0,12.18916239,0,0,3.206923209,0,0,0,0,0.889539871,0,0.742119001,0,0,4.576174609,0,0.098726115,0,0,0,0,0,2.606476362,0,0.253170142,0,0,0,0,0,-29.70574239
HIMACHAL PRADESH,JAN,4.987692637,76.28772679,100.574039,86.91555084,38.95863303,124.4651806,23.60363274,162.4242587,62.32951449,259.2867273,75.02497027,25.01158894,10.78573593,116.5615193,7.813174504,21.33304825,14.16537673,203.0698715,53.60776524,67.85659456,114.579808,91.96719995,54.06077956,107.6794599,53.70870721,16.03944563,144.9994008,93.5257785,127.452468,33.06916774,64.32946078,56.63773556,111.1554217,128.2154952,11.85835982,42.37738461,177.8689539,75.26474172,58.19564695,59.31114435,50.49795859,180.6381311,97.67083104,204.6879931,51.3592828,76.69364532,17.69284324,57.17604356,162.0416141,151.7918812,95.06473201,92.72714557,217.6717705,145.7899796,121.1599789,185.0476558,85.08920481,100.8889519,119.376553,97.85789167,62.59353553,13.50598007,242.1360923,38.86740331,0.357725873,26.30547315,166.3735892,75.95976841,124.6416773,60.06424722,57.28480539,127.1111292,50.24728836,152.1321133,69.23409944,78.99147768,72.14643763,215.8772203,67.1219643,115.0689321,140.8397315,108.7766451,29.13723653,78.15808,7.475678443,77.57775315,24.9001606,161.7945038,30.5501632,18.60611307,169.5313257,85.77041437,70.89607024,78.15243149,132.4334578,41.97095241,18.47101648,78.14824038,150.2510663,39.36795699,65.85031847,36.69888549,86.40452793,111.4920576,124.8566951,1.424771008,147.2092519,27.3029625,32.27919305,44.57240806,124.3211658,54.18414835,81.55341788,93.35378666,30.21551969
HIMACHAL PRADESH,FEB,20.71810788,21.340619,28.4093124,82.10472699,127.1235214,145.4098044,46.77699092,120.1354202,61.08042602,23.05472727,27.23186683,148.66043,60.23731767,188.1475328,56.57038848,31.37212978,14.90037269,68.12110337,58.76624831,16.15265178,61.80430543,122.6229333,145.4902653,77.074509,49.34297109,121.4415169,126.9025764,44.87521298,82.68930365,84.56662382,78.9905937,88.06132972,15.49879518,68.84431127,114.5620674,104.2794281,125.9778403,149.8622428,72.54028379,65.84203441,105.8566833,27.55496916,101.4586195,10.7565629,97.60536267,37.56022117,97.70674623,285.8802178,51.45397226,93.80549027,91.10370151,32.25562235,301.2382241,37.11017662,56.12280887,38.74754781,22.69045462,180.2064968,1.008004669,100.0212001,143.1305513,54.79021701,80.62062415,154.8033149,172.9008385,84.63871392,100.706772,90.46117874,41.72554003,86.53323751,80.19872754,87.7153854,29.88038748,137.6696264,109.5082083,4.34222158,116.2044663,146.41555,70.26830638,96.77849924,111.0626179,115.7753606,161.2740047,25.5346,122.1710189,96.37412506,76.79544725,91.10050891,136.0410582,110.9389492,103.7165011,54.74540185,99.67012356,177.9079741,131.5401461,48.23773509,183.0682967,38.85942722,151.267994,46.07987097,134.7611465,108.3313936,43.10202669,168.1432993,46.53195858,132.6133015,71.62143744,22.86872224,122.2811784,98.89185752,69.09724601,123.8301062,146.3508893,217.5476636,33.3336644
HIMACHAL PRADESH,MAR,80.11001712,213.1070224,167.0315376,171.265329,79.06570649,145.2093774,7.560538611,37.1673529,53.33607753,291.9212727,43.71224732,85.01591734,71.56573215,168.658147,25.31769046,64.62658734,114.3920989,108.6488484,127.5460226,7.032972784,73.30528053,41.36091003,67.84520144,41.84758592,182.4471585,44.17721596,54.06566806,15.10141011,67.98324964,45.166265,92.90370964,102.9263832,48.79698795,56.55738379,121.8833157,39.71493112,48.74926884,130.645713,63.00745551,93.43171279,19.10551107,102.0906329,95.77693681,109.654282,88.51522412,81.41325427,201.7512274,166.6273269,119.035309,118.1354445,210.5947883,61.09301883,96.64449279,124.9375946,259.2697994,136.7921345,73.7439775,70.19973364,193.2488952,43.77518171,115.3112021,192.7236305,114.6238806,126.5226519,93.48569473,155.0143953,71.31557562,83.67083581,40.54866582,15.49680201,57.28480539,74.43836677,22.57778157,139.4360371,131.4098499,11.91801242,178.8370879,199.8769087,57.84428895,162.804952,172.1207397,193.1170974,46.40374707,40.18924,163.2360471,88.74165889,211.8309336,130.0186463,183.7229428,93.49571819,272.8373394,128.8912546,23.1790985,122.8835793,125.6219562,49.80443076,190.730348,23.90248378,86.56596968,136.5616344,135.156051,104.9866851,5.913999011,108.0975091,167.2470658,193.9880526,7.139478732,21.62314914,57.08986693,50.46124557,38.25266641,51.94625487,146.7024126,267.4197014,42.35052192
HIMACHAL PRADESH,APR,58.47110445,25.32951974,60.877098,42.01452827,4.68210329,73.15586301,111.6869809,46.38602704,61.08042602,36.95072727,47.16527943,41.68598157,75.16097746,124.8070288,31.40295137,170.3506647,69.08962047,86.80410641,33.17612641,22.8764829,94.2650015,22.05915202,28.64575172,81.69648118,87.61930874,47.11014316,106.3328939,41.18566392,113.1334154,8.253159812,25.58218092,75.45425901,99.65240964,78.41123192,62.90086511,44.59609584,39.42508436,62.85406623,54.83645984,28.65594615,57.1140013,78.96979666,45.99457418,84.59044613,47.72322738,4.424633384,25.08686728,91.89007,39.70403531,122.1904369,38.730076,53.82152015,14.40800925,77.48958308,72.82154171,149.673905,62.50004687,32.09766068,95.32844159,66.29903974,142.713261,47.41461087,133.9563772,93.72596685,92.05479124,26.81791743,44.92528217,150.0780879,7.810165184,65.04132231,85.51059132,17.08599939,16.48111058,28.04176834,50.96543152,90.07800087,60.59394683,40.50872546,22.99249979,54.67030487,109.934697,162.1566782,82.2557377,72.82912,107.8341014,150.4848927,16.28087424,57.42976081,44.30617591,81.01411733,50.489959,16.18013311,104.9453667,109.0321727,56.50196429,80.31376749,97.82797619,5.081066911,32.5416861,86.35135484,122.4203822,49.14863399,54.82978744,26.55291222,53.96245458,10.5213859,50.3163263,45.43850694,76.33079769,63.35576909,75.29310043,19.59852174,71.00771729,117.9425073,19.40124985
HIMACHAL PRADESH,MAY,47.03777825,54.54821772,114.5250406,53.88122709,26.41412988,34.27302075,26.799958,27.80235059,58.45734024,9.264,42.61355529,134.569394,51.62229589,36.35520057,26.51971731,83.4498652,9.554947512,62.51620246,110.6545192,24.73133287,13.97314731,75.42283594,93.36792008,108.1791326,116.1488867,72.49829424,16.29838226,21.36506316,36.37813359,47.76657562,91.85648586,51.46319162,72.52951807,17.25797449,44.13372175,25.95892146,11.24983127,13.21136424,51.2049062,94.09813014,49.62032028,82.45375828,15.24133929,25.58599914,64.31273024,31.66070999,7.235580667,71.87845476,49.99482976,120.4332735,73.49912151,22.93318815,57.85369867,101.3461252,33.64857445,155.2969001,65.84283706,39.13987261,29.95213875,21.76033742,77.05959708,45.21150774,119.0113976,106.5337017,114.1145534,41.08094995,39.62957111,127.7505196,46.54002541,81.21681639,22.18484281,43.53120863,28.00448871,38.75063263,31.24357411,80.56206847,35.22377096,108.0655968,21.05628928,67.43340913,114.671965,102.1337966,17.62622951,60.28386,101.484895,244.0110826,23.52346903,134.8287532,52.15469851,54.03525338,114.7996629,44.53463823,52.35279144,56.16808897,76.48981331,54.50451777,56.50762821,70.34772921,101.5656531,86.86765591,26.65605096,33.35417694,57.73666831,39.5276307,83.31900436,43.07192354,48.61645041,26.65526449,103.0402476,45.79078824,12.66109381,22.10767505,80.73319672,62.51369642,18.01448916
