SUBDIVISION,YEAR,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
UTTARAKHAND,MAR,40.05500856,87.35692636,99.30576611,106.6933822,32.50969831,144.7083098,3.872470996,12.73055001,15.11397045,200.334,34.92271106,82.54998604,78.4848835,189.2719205,1.427406881,67.86837408,49.37836512,63.37849491,101.854754,9.660676902,12.57583258,15.00346736,29.83035047,14.61542553,145.1861083,48.75991471,30.57351708,14.50078584,67.2092468,25.49434983,51.31396523,22.01533243,25.42771084,25.04282168,43.51502472,5.324906966,7.601237345,52.31166446,52.02200577,18.65968586,11.88187261,29.34973726,56.45608516,41.04203127,23.1798533,46.90111387,64.22238023,66.1608504,42.23833544,63.25788104,138.0859244,11.37336973,24.7152774,45.85757539,132.2087645,79.23311228,39.20181222,43.06868558,139.8246477,15.33403894,95.55946425,125.3853043,102.8324288,88.32154696,58.30931725,96.08330289,55.51670429,56.39437352,34.98526048,51.24125045,46.55692365,52.01979432,12.19334197,76.83886127,32.38536585,4.157446194,212.1354438,83.68416952,48.64728903,81.70396665,107.678855,109.2511343,17.50632319,15.5428,87.45519713,34.51697387,81.70365198,44.16552672,77.05054973,40.31324499,63.07824146,127.8701782,8.792071845,101.5346224,74.92651786,25.72679205,145.3053297,1.001900518,48.17694935,107.6487742,98.72611465,92.62984515,0,40.88545007,87.33878089,134.9148546,20.51183572,9.366709765,4.810232691,18.27570262,37.84858895,14.91928991,80.14732447,176.8443012,13.69959544
UTTARAKHAND,APR,48.87938784,10.27141942,17.2485111,27.90277831,8.922498722,41.78903408,19.54675836,94.52799201,26.73049319,21.47563636,21.81688466,28.65177325,34.05307823,76.08356408,15.47609565,83.7635865,57.19604944,57.773594,10.11467269,15.2252268,22.5720072,8.758780948,7.322974124,54.33940262,52.79494849,22.45522388,45.1858598,18.61935223,44.89216485,1.074041345,19.14923484,49.48745666,10.41325301,35.45388237,34.6470339,32.46714109,4.560742407,20.68445916,19.79196729,5.8644727,36.05068167,56.48240804,46.17494505,44.59274136,73.63012225,1.573202981,12.56984087,59.21804511,2.073518285,41.49608863,21.89569638,21.5658978,5.763203699,36.31495855,18.95871172,74.93918877,23.60212467,15.04809496,48.24022346,13.04347711,37.97341156,49.23456563,66.36119403,45.97458564,21.22506845,22.20591889,43.248307,69.85996882,6.098348158,78.04958678,52.59786677,1.958904389,8.173558906,1.21440729,22.93963415,60.23677596,57.98897342,29.96883764,12.58536831,23.8177615,58.80227978,157.6490309,50.36065574,45.40718,72.40143369,55.59169389,15.74216884,14.43032061,17.21611407,40.0031431,3.968045558,15.55177843,55.78969225,52.60992949,31.71256494,74.62418847,99.88031136,0.858771872,23.007989,62.21427957,75.32802548,50.26353684,51.62219476,9.655604445,63.58555596,45.04468339,105.3923051,9.167418067,17.46873977,31.3732895,52.79945504,16.75029367,44.05759357,79.60077345,-2.992801917
UTTARAKHAND,MAY,39.97827483,37.3959445,77.49147266,75.15575921,39.40034089,57.72298232,28.45958843,24.14414657,74.07094608,20.52818182,40.33769322,115.4290701,55.82805456,107.1916223,36.81207218,123.6061913,31.07028387,73.29485806,66.04881264,2.782274948,13.00577558,21.81585255,46.73780544,71.20335516,58.68361582,61.22485532,20.90689035,17.6755141,51.08418759,32.16471187,40.39291723,84.10985979,24.94337349,3.939320264,95.69180791,35.20355161,37.49943757,12.14377925,40.12866763,89.83305909,23.5612133,16.78636052,16.59412088,17.23138718,138.0564792,48.17934129,18.53787456,121.9074929,30.87238335,83.3976765,38.2899615,44.2504877,30.58931194,17.49479755,166.2340021,77.59733189,26.64102484,36.32298784,34.56016009,26.08695422,29.90580031,47.22303669,130.5286296,32.64861878,91.45858145,19.81451224,13.23927765,88.61972981,73.71512071,305.6376572,7.70741018,48.75495367,14.80620097,40.18584124,42.03869606,93.40395782,58.6685317,81.27142412,17.18386826,77.78458818,57.97513774,119.8085186,32.97423888,70.4977,153.3026114,168.5977601,27.11483835,41.54183206,68.86445628,16.43539988,43.10118451,56.31628856,60.42551196,43.96868503,20.43450487,46.25875109,107.4055403,36.13998296,105.8875958,140.8211183,81.25159236,62.34165105,66.15659911,39.30132747,146.7827489,86.36304261,76.26776487,38.66258924,59.49498328,85.4896756,12.25701635,12.34232165,61.98528457,52.78934365,16.83283233
UTTARAKHAND,JUN,86.78585188,82.7696905,228.4159448,119.2015242,172.7961139,74.95970621,89.0668329,448.4958135,288.5394358,214.8616364,80.91082045,339.4765429,95.8505967,243.2425275,280.8235221,311.7343962,158.7591279,400.1036958,224.2422935,281.3961968,134.4646715,68.7726504,42.4301736,386.122054,35.33200399,192.6566555,128.7010186,119.009408,163.1855992,31.09067052,143.1704511,213.5675411,244.2271084,41.26906943,355.8539107,127.7238101,297.5631046,284.3779514,123.4728235,266.9667913,129.2828753,141.892255,173.156044,94.61598049,219.4132192,124.6763362,28.09729135,107.0008815,184.3895334,100.0231452,265.1689863,112.9879026,123.6872178,133.773351,268.5608237,115.9359346,96.53572879,88.06471338,190.6568832,115.2916123,209.8969892,184.9648759,223.0778155,37.23867403,321.9532854,104.7094483,192.9404063,103.1211401,206.3809403,336.8574919,65.40883234,276.7496589,57.95187257,242.7710574,90.92814259,112.7129857,329.5857669,139.9392334,141.1820163,162.9054489,68.12642645,135.3480394,359.8388759,115.90488,145.0076805,63.67982968,77.63343342,171.852,101.5244374,63.41583539,160.7742597,113.6536535,89.5992049,176.0018173,202.7817532,107.0300515,223.4308883,113.7157088,399.0170027,383.7407742,137.8216561,134.9032449,131.0101137,55.8214632,126.9274891,153.32728,376.6924969,20.87580527,92.02734647,226.5171808,61.95854418,331.5473108,73.70272966,259.2234612,95.5681918
UTTARAKHAND,JUL,340.7745077,250.901857,570.2154846,320.6146826,321.4749787,343.0308481,252.8785028,827.924735,631.5391288,157.1721818,261.7241379,307.4194359,382.1135253,693.7471778,324.7726287,586.8679743,150.8746258,535.3398947,477.9182844,254.5008723,545.060231,302.0968429,484.8239633,692.6712357,482.5661349,283.1191288,526.0443379,239.9922958,515.6148934,180.3824175,513.8876693,439.1776572,556.2614458,361.1981508,588.5871116,294.8667232,465.3984252,470.9384283,358.70671,228.5811518,324.7261776,298.9872515,319.6171978,489.3713958,642.1046618,376.9787643,178.037536,919.3091003,378.4554855,271.5493227,380.8090712,383.7735415,523.7865515,314.6412832,585.5856389,543.9992134,442.2612717,358.4115229,672.0511131,311.8345429,559.4471109,345.6956174,635.9157395,287.2486188,432.848306,372.6324004,347.3986456,438.4950267,341.5074968,376.447862,328.5023204,289.3737094,263.2287946,445.0250715,279.4275797,449.9280659,469.2349939,410.8016516,375.9475404,490.5252906,198.5140903,309.9600586,430.8234192,501.47734,428.3666155,216.7848227,293.8338664,485.9665547,399.1775468,170.4009855,348.0933759,243.0161741,381.1762785,455.3173366,344.036664,239.1272338,332.3414744,278.3852153,534.0141536,636.3410753,203.0796178,478.7578657,401.851221,301.8130733,420.9802326,573.0867384,355.0474106,78.47110574,576.9747527,439.9367748,521.3946185,280.3470204,542.1661847,468.1581265,270.7151436
UTTARAKHAND,AUG,251.3029752,441.4715902,529.1234434,373.6406521,389.4979888,324.4913485,260.3161058,679.2553234,658.0198043,402.0365455,332.1189061,221.5815415,256.2799394,1011.761484,298.7787981,389.7464256,265.4003603,425.2538922,310.6215982,504.5191905,736.4923492,347.0261451,445.8398952,480.3103519,406.8256896,473.6677429,282.5802277,345.959577,449.3086499,173.655527,656.6093102,317.3406679,496.9301205,288.9772793,402.5655367,325.1151531,401.7507312,265.9621104,272.3665224,471.9567689,307.7134964,623.8402787,175.5910508,396.635203,353.9472698,269.6076609,312.9256602,846.4096448,378.9162673,544.7206423,557.1849571,210.6248635,628.7433574,379.0539469,451.1168955,292.9069247,441.856085,327.8705617,605.8108063,325.5142872,553.8832411,501.349643,551.1818182,224.1723757,489.2497519,443.0080818,247.662754,556.4628489,380.1303685,426.4448437,227.8893713,324.1986763,232.6784433,397.0007833,340.9805347,270.0492272,598.4643272,350.6100031,260.339638,264.8092892,327.1722753,371.1691632,285.0173302,432.31188,288.4792627,297.3244284,233.9178549,563.5113079,349.0482735,268.7808084,526.9290843,221.7306591,342.2513786,547.3211747,492.5497321,60.44146978,355.7380952,204.3161413,681.4686688,479.7727742,459.4713376,386.6854719,327.0742165,187.982549,358.9782249,551.0575866,278.5529956,100.9412446,424.9460827,531.7214146,565.0349844,243.7269452,309.5748995,424.1207004,270.0562894
UTTARAKHAND,SEP,169.1211473,248.6082391,220.8063075,138.4448196,205.129129,28.26021009,34.54489999,138.133784,317.1435617,280.4465455,203.4934602,58.1255236,298.2018564,334.1305289,210.4298249,424.2557683,67.48599292,348.6535797,77.78183296,231.4698186,344.9217672,235.1083886,701.6055355,82.32107201,135.3378199,146.5547061,33.38358298,55.94386016,98.68536239,189.5400332,489.0535053,142.2529172,117.5728916,163.9507576,248.7162076,156.5670562,112.295613,248.4804062,74.99158249,127.5522812,151.0888119,191.5123144,130.3179602,409.1671209,130.5571149,344.629778,108.3224522,416.5683173,123.4895334,276.0098143,90.66358701,78.18414821,240.7245853,208.7889223,229.3878564,315.1944324,236.4264334,218.3826983,272.4492621,144.0508886,475.0153863,330.5612568,449.1720488,64.77900552,149.8871407,125.1218122,96.73498871,397.7529691,168.8279543,176.34682,221.4318114,142.3470522,68.73829047,356.3733394,134.2124296,192.4435649,367.8675501,47.87394827,107.7017095,103.6122874,83.24056741,379.5913462,208.0374707,253.34764,159.2421915,141.1436654,120.9094337,267.4710941,151.1473544,97.99219551,208.5276355,351.0931797,78.32936735,359.3741077,207.2483117,30.01459072,164.1868132,155.9386592,248.2574725,88.1584086,297.4617834,222.8876615,97.0296787,254.8928705,96.35282522,356.8503385,216.224213,102.9341616,493.3020209,150.673015,297.1316271,75.47804395,126.4312326,73.07156515,126.5656474
UTTARAKHAND,OCT,24.47806079,57.34044824,7.990119112,0,10.24762229,0.400854044,1.53669484,11.70625288,330.5088083,20.73872727,1.726516052,14.20846132,18.38323546,24.1743344,62.9561561,121.0964209,2.672712591,20.40758793,13.04792777,43.12526169,4.084458446,56.28327757,137.9519096,25.10855155,10.3559322,110.7180018,7.081366088,38.1825426,27.86410232,59.80714439,9.425014021,120.42575,1.937349398,3.376560226,20.41700212,11.68521251,11.55388076,32.29444592,1.271043771,43.05056096,0.675106398,0.211149189,19.29968407,96.07803758,55.33621842,16.32198093,26.77692991,45.33243453,2.073518285,18.24746569,12.323206,6.090657015,164.6946288,239.6257119,465.0534319,58.99033004,79.92307452,65.15899247,110.304511,78.06998249,11.96232012,10.34500601,1.782428765,24.43093923,41.8539271,18.78962368,11.47404063,29.11791122,32.09656925,89.92669781,19.58098802,50.9315141,31.42130432,24.06734448,5.812757974,27.80869565,19.14089162,14.85743222,30.09193832,4.622856662,13.38466215,63.81879507,3.837002342,244.7991,63.08243728,23.01131591,9.936121779,17.92858015,12.32133654,0.387627356,12.31462415,1.178165033,4.236180071,6.480933343,35.06248377,8.163309016,103.30087,22.90058326,1.398275575,8.131741936,19.64649682,1.672354276,70.86775087,10.63625177,22.90054506,27.50904022,26.17808868,40.50603744,10.12680566,3.452077162,6.330546905,19.73415165,47.807176,23.33844666,-3.846952844
UTTARAKHAND,NOV,1.61140839,0,45.15051435,1.069071966,0.353366286,0,1.598162633,1.024297127,10.49234312,79.69145455,21.11058264,8.572046914,15.12716424,0,0,0,12.29447792,13.94039457,0,0.15457083,1.397314732,8.109982359,0.646144776,45.84496727,22.33632436,40.05278709,19.55805872,0,10.44903837,3.843937446,8.228186844,0,0.605421687,8.253813886,2.165439619,1.479140824,0.81079865,0,0.363155363,0.666417352,0.06751064,0.105574595,0.631298077,0.10443265,20.6800652,0.393300745,1.63724818,0.408400311,0,59.20288867,3.9610305,0,3.768248572,0,7.407708553,20.54949105,2.53241681,19.42167921,3.168014675,8.335100005,40.33805623,42.05053368,0,8.735911602,18.24401951,19.1312532,1.235665914,0.230181116,0.855908513,24.88537549,8.228181138,1.741248345,3.014837301,0,0.10379925,2.679243103,49.49449489,10.41290122,1.936210509,42.30918814,1.052726237,1.897956731,3.117564403,3.3306,14.13210445,0.227834811,0.538705398,25.21662087,5.147955678,7.830072584,7.388774488,5.812280827,1.35877474,2.668619612,0.558319805,8.905428017,1.641868132,0.071564323,8.898117294,1.807053763,2.96178344,4.459611402,0.801898171,1.659557014,8.283175872,8.548626045,13.48568205,6.277688459,5.696328186,1.218380175,4.57954457,2.170078532,0,3.334063809,-26.57150676
UTTARAKHAND,DEC,0,11.26864461,39.31645912,19.77783137,12.19113687,0.100213511,4.056874377,101.6980719,9.243254654,0,9.652794293,38.63292376,0.339174086,23.61214058,0,24.36568746,5.479060811,41.82118372,2.629814898,3.632414515,54.92521752,36.57602044,67.62981985,0,2.030574942,8.707127627,32.48436189,116.2636971,33.02412127,1.921968723,87.36838394,1.128991407,50.25,15.47590104,116.2119262,25.51517921,0.101349831,0,32.0484608,34.52041885,41.58655414,0.316723783,9.289100275,1.879787692,22.83897311,10.61912012,4.594857796,9.801607467,5.068600252,0.135166413,7.041832001,21.75234648,14.85133261,9.984404662,32.76969377,64.30661629,52.77556632,0.66715692,23.47210873,36.58536262,47.15379677,38.50641125,42.91540027,2.146961326,15.85918036,68.24049689,34.33386005,1.150905582,0.213977128,0.33934603,17.70621257,10.01217799,29.21042363,0,1.141791745,44.43848043,4.870167689,41.14365846,17.66792089,15.07453259,25.19023494,10.79462891,36.09180328,82.26582,65.43778802,19.47987634,38.12837092,55.68063104,56.62751245,30.54503563,0,0,17.82392747,25.66957912,0,15.25466836,0,3.363523167,0.889811729,19.49036559,4.146496815,21.92642272,5.713524469,3.243679618,32.88908067,18.30282756,0.679950355,0.448406319,24.68408881,2.335228668,20.87733554,2.576968257,51.90828178,10.00219143,-13.58895643
HARYANA DELHI AND CHANDIGARH,JAN,0,14.65921025,9.63887385,47.89442408,3.180296574,14.33053207,19.30088719,8.6333615,24.60704279,70.00636364,34.05945303,1.291678302,1.560200796,57.53116791,0.37563339,6.378999721,6.681781477,87.66639886,11.32843341,16.46179344,15.37046205,13.78697001,52.23003603,5.996072013,9.543702227,0.18330795,24.16656681,13.04212691,36.63613453,0.226113967,4.488101915,1.034908789,26.15421687,32.9214622,1.649858757,0.59165633,38.71563555,2.535514349,25.6024531,78.90381451,16.81014932,20.69262052,19.38986951,43.33954956,0.113626732,16.91193205,18.16817335,6.942805289,17.04892812,11.08364582,9.022347251,24.54907674,28.92684933,28.98128079,20.84202746,54.38969772,4.153163568,21.05250724,16.27207538,25.57794047,29.34941333,2.969399873,6.444165536,4.590055249,3.9349846,0,12.44492099,1.726358373,37.87395172,19.22960834,7.08248503,17.19482741,0.334981922,22.41133454,9.134333959,46.28623429,0.226519427,29.46089124,4.679175396,25.82769917,16.09167247,45.07647236,2.278220141,3.8857,7.373271889,24.26440737,0.897842329,58.45008651,0,0.077525471,27.77631891,3.534495098,16.0655131,49.30592426,17.86623377,5.44220601,0.547289377,22.68589029,21.73682939,22.97539785,11.4522293,13.65755992,25.46026693,10.48538295,2.801662427,0.547988849,2.719801422,2.042739895,6.076083399,0.710721769,11.04478396,14.30895532,15.23267863,17.22599635,-17.76294354
HARYANA DELHI AND CHANDIGARH,FEB,0.53713613,0.498612593,0.887791013,22.23669689,56.62694733,42.8913827,3.749535409,19.16898909,6.37035118,1.368545455,9.809750297,50.37545378,4.748437204,92.01238907,11.79488843,7.738458678,0,3.880316015,13.04792777,0.927424983,4.836858686,42.73960703,20.35356043,0.124918167,9.44217348,31.25400548,31.80994608,0.085803467,14.706054,9.609843616,2.992067943,18.34611036,1.210843374,23.54212824,18.76714336,56.05943723,7.803937008,51.37752759,32.32082732,6.797456993,32.81017096,2.217066484,29.67100962,0,11.02179299,15.53537944,16.58373963,56.9718434,4.991803279,0.54066565,19.58509525,0.994392982,100.8560647,1.678793704,3.89218585,0.204472548,0.709076707,5.930283729,0,19.02438856,14.46606155,3.9272708,2.056648575,8.513812155,40.54226557,2.049777128,14.03363431,7.826157957,37.87395172,21.37879986,12.60265719,5.659057123,0.870952998,3.20161922,23.97762664,1.385815398,28.088409,57.77890309,1.855535071,13.36608557,15.03894624,6.286981671,17.38641686,0.33306,31.74603175,31.66903873,7.901012499,0.583043257,67.09220924,15.27251781,22.43998178,12.64563802,9.031855623,27.57573599,34.05750812,1.81406867,33.6582967,0.500950259,36.99074475,6.711913979,30.70382166,27.77966269,0.300711814,26.93008427,0.12181141,83.29430506,0.453300237,2.939552533,12.91167722,27.10895889,0.269384975,35.39940606,20.27118002,9.168675475,-19.39717163
HARYANA DELHI AND CHANDIGARH,MAR,2.225278253,2.29361793,60.877098,14.96700752,27.73925345,25.95529934,0.061467794,0,0.124908847,56.11036364,7.063020214,26.30326724,3.188236408,76.6457579,0.150253356,3.346360509,7.41677744,12.07209427,13.35136795,0.386427076,0.644914491,0.648798589,2.153815919,0.124918167,39.79926886,13.5647883,3.821689635,0,5.160018948,8.027045844,39.19609006,10.16092266,57.63614458,6.659327112,7.011899718,3.919723183,0.405399325,26.95652097,10.80387205,2.93223635,1.485234076,2.533790267,31.65508929,2.506383589,1.931654442,7.079413415,9.929117996,1.429401089,13.90025221,45.4159146,13.203435,0,11.19391488,6.80353238,32.14192186,29.54628316,5.470020309,2.816884771,35.13616276,0.25450687,10.71044941,4.214632078,1.233989145,5.40441989,7.989211157,37.06680307,15.26930023,11.16378414,10.05692503,1.244268775,5.832634731,3.482496691,1.071942152,10.26726164,7.058348968,0.739101546,58.55527198,13.58756622,17.74859633,34.77192185,53.16267494,7.591826923,0.479625293,1.22122,13.00563236,14.12575828,20.65037358,17.05401527,4.135243085,2.248238663,0.684145786,8.875509912,0.479567555,12.45355819,12.95301948,12.03881936,34.75287546,1.001900518,1.779623459,9.293419355,8.885350319,3.716342835,0,22.55488851,37.0306686,43.94870569,0.679950355,2.839906684,0.632925354,7.005686005,0.134692487,3.594192569,31.40275286,99.74407563,-19.5487038
HARYANA DELHI AND CHANDIGARH,APR,7.826840753,0.498612593,0.634136438,1.389793556,0.088341572,33.57152618,4.671552313,114.2822937,2.62308578,0.736909091,7.219976219,2.231080704,15.3985035,13.30525382,1.727913592,36.07794924,6.614963662,3.305454383,0.202293454,1.081995813,0.644914491,0.081099824,1.399980347,3.872463175,10.45746095,6.782394152,6.631755542,8.151329318,2.322008527,0.169585476,7.180963064,6.303535354,0.847590361,27.38765517,0.721813206,15.01327936,1.114848144,0.667240618,6.082852333,0,7.89874486,15.51946539,24.89118132,6.788122221,3.863308884,0.589951118,0.580959032,2.450401867,0.383984868,15.67930385,2.86074425,2.548132016,0.443323361,6.450102127,1.004435058,2.862615669,1.924636776,0.296514187,6.048028016,2.92682901,1.808257693,1.915741853,0.54843962,6.366850829,2.027113279,0.768666423,0,4.143260095,0,8.483650737,12.08188623,0.544140108,0.60296746,0.331201988,2.802579737,21.06439405,4.756907976,4.444531007,0.322701751,0.50248442,24.88945602,97.86339393,3.237470726,8.99262,3.379416283,7.290713952,2.154821591,0.874564886,1.856639753,10.23336219,1.641949886,4.241394117,6.074522366,6.226779094,0.669983766,29.10755639,12.45083333,0,1.652507498,25.55690323,1.085987261,1.672354276,18.14294612,2.036729063,0.730868459,2.191955396,15.18555794,5.829282141,1.012680566,9.03631963,15.89371351,2.237893486,8.788083823,48.34392523,-24.99176588
HARYANA DELHI AND CHANDIGARH,MAY,12.12392979,8.476414088,37.16039524,7.911132549,1.236782001,7.816653856,13.76878576,4.097188508,3.872174247,0.105272727,2.197384067,81.84543424,14.24531161,14.99183529,9.390834741,26.98003161,0.734995963,21.26988038,21.847693,0,1.50480048,15.97666525,5.922993777,13.9908347,33.91060153,12.73990253,4.158897543,3.174728261,4.386016106,4.409222365,9.125807227,40.64369064,2.421686747,0.656553377,3.402833686,3.845766142,7.499887514,0.400344371,1.543410293,21.59192221,4.928276708,8.97384053,0.450927198,8.250179314,30.6792176,2.949755589,2.535093956,12.04780918,4.684615385,12.30014354,11.8830915,3.666824121,4.322402774,11.22141055,3.013305174,7.054302899,4.457053585,9.784968153,1.872008672,6.998938936,2.086451184,3.735696614,20.01804613,15.10276243,54.01660678,11.10295944,2.030022573,24.16901722,12.30368488,66.39870643,0.104154192,35.8044191,3.081833686,6.182437114,33.63095685,21.80349559,1.698895706,38.09598006,7.18011397,18.08943911,43.08658096,41.87367037,0.839344262,3.44162,36.86635945,71.19837844,2.03510928,3.352498728,18.48200481,4.651528268,10.67267426,6.911901524,6.793873699,0.762462746,5.694862013,31.33391339,8.346163004,14.38442886,28.98243919,61.69797849,51.33757962,6.968142815,40.79656945,5.733015139,30.20922965,13.59012346,82.61396818,8.818657597,7.468519177,29.13959252,5.118314519,0.949409358,23.78641355,11.66922333,-18.03582351
HARYANA DELHI AND CHANDIGARH,JUN,57.24336473,8.576136606,43.50175961,21.48834652,62.01578319,20.04270219,8.91283007,181.0079352,86.1871042,55.89981818,20.79667063,131.2814856,34.66359159,74.77177849,53.49019468,67.55465278,22.91851047,10.06007856,73.83711061,10.58810188,93.19014401,20.11275625,19.92279725,192.1241408,18.68128946,11.18178495,41.02696225,16.04524824,88.49432496,6.274662596,21.39328579,98.8808307,78.22048193,4.971046999,145.7031515,32.319227,62.53284589,118.5019338,35.13528139,128.351982,32.5401284,30.40548321,47.07679945,38.11791709,81.81124694,13.47055052,8.450313188,24.70821882,7.449306431,28.79044586,73.82920738,36.60609165,29.59183438,58.40434939,63.78162619,24.94565083,17.22043431,18.75452229,47.6642208,29.39554353,19.47354439,38.98534672,12.06567164,1.554696133,153.7028833,28.26984289,24.97810384,13.00523308,71.89631512,69.33970535,25.93439371,81.72984421,25.39162972,63.92198373,83.24699812,46.74817276,80.9806953,42.66749766,36.70732423,63.61452754,22.48322462,34.99357722,58.27447307,49.07084,87.14797747,31.55512133,49.32147196,46.0604173,21.35135716,39.07283745,23.53461503,32.98862091,41.00302597,59.9804027,122.1603734,49.63951543,93.58648352,30.20014418,74.87130123,151.2762151,20.92993631,24.71367985,52.62456747,40.65914684,55.30238009,97.21322182,219.2839896,7.57308449,36.8362556,95.84590709,7.13870183,42.11308652,30.3481828,60.70774519,4.06509591
HARYANA DELHI AND CHANDIGARH,JUL,114.5634632,151.1793383,139.1295344,100.065136,113.8722857,123.4630455,120.8456822,334.6525042,134.7766456,27.68672727,126.4280618,167.800754,170.9437393,125.3692226,104.9519691,171.8146974,13.36356295,299.9340564,197.0338239,77.43998604,150.050105,148.9803759,105.8600524,308.5478723,192.9046195,147.4712458,147.2474536,116.0062867,343.7862624,112.3221133,204.6574473,123.624559,170.486747,195.9342864,128.2765184,126.9102827,90.91079865,83.67197351,106.5860991,54.64622289,173.8398976,136.8246744,135.9094574,125.3191795,139.6472535,22.51646767,112.1779076,587.8922479,169.2605296,75.69319099,134.7850656,149.7804429,168.7953699,88.62263607,300.200528,194.8623381,151.9450086,76.94543138,359.857667,95.50370311,201.2729909,52.97026225,508.2664179,89.06187845,117.0956023,191.5687541,186.4090293,150.6535407,70.29148666,167.8631692,142.7953967,128.7435495,134.9977147,201.5916102,224.4139775,266.4461072,229.5774397,155.8125584,190.7974105,197.6773707,74.59317333,258.9524715,184.8955504,285.21038,94.72606247,30.07419505,172.685008,132.3508193,169.7981446,42.87158554,170.3523007,215.6827453,220.4412195,146.138693,95.80767857,110.1634429,211.800989,78.57762632,186.6062313,187.4172903,19.15286624,257.9141927,19.947217,132.4628235,164.6890262,89.87017125,140.8630486,53.01159143,239.625539,86.30192905,91.72558388,65.44143074,84.71712805,181.011881,81.26524199
HARYANA DELHI AND CHANDIGARH,AUG,74.50845462,137.8165208,206.6016513,24.69556242,91.69855122,175.6742847,244.7647541,173.9841834,187.8629054,51.89945455,105.3174792,96.64102206,67.8348172,130.9911608,163.5507778,220.5460723,94.94811479,247.3342171,31.15319187,146.4558618,107.1632913,179.4739096,162.9361743,135.6611293,261.334995,150.2208651,87.22444578,71.04527027,101.1363714,69.24740253,169.6502524,213.8497889,241.0789157,124.0885883,129.6170286,29.06511719,57.66805399,43.90443267,129.1925204,120.0884069,160.4052802,118.6658442,89.28358516,127.7211304,176.5759413,79.25010017,123.0576858,119.0486907,113.3523329,183.0153225,342.1890238,96.26967057,50.5388632,152.9469422,200.2592397,103.8720543,185.0690205,121.4225594,488.1622613,159.957568,155.0928714,294.6410971,262.5654681,98.68618785,372.9888433,286.968798,79.52392777,152.7251707,222.4292249,293.1949695,193.7267964,206.555585,63.31158333,198.8315936,329.458818,153.0864076,209.3039509,50.41368027,82.28894662,64.01651508,113.0928757,285.5238657,215.2318501,169.19448,111.5207373,121.4359543,133.1799455,222.2852417,116.20877,145.6703603,234.7988337,27.96178344,128.3642489,515.0435851,278.2665909,187.0139884,221.1049084,56.32112196,111.73493,133.5929032,77.20382166,153.5778676,253.5000593,39.67849952,39.10146257,96.33643967,197.4122532,31.78702569,251.2713655,129.2498302,264.8054301,109.7924107,40.77670894,123.9160382,89.71916666
HARYANA DELHI AND CHANDIGARH,SEP,45.88677226,97.42890075,129.7443151,98.99606406,163.6085904,1.00213511,6.208247152,237.6369335,199.4794281,219.7041818,93.78121284,26.53811784,124.0698807,190.5837061,80.98655881,378.0341638,3.340890739,72.71999643,9.710085779,66.5427425,189.7123462,14.27356895,266.5347199,12.74165303,46.19557993,39.13624733,40.01533853,9.781595182,41.66715301,61.89869859,175.7839917,275.7561511,22.15843373,90.97953942,63.21021363,81.20483123,8.209336333,84.47266225,11.43939394,61.84353029,104.1014066,94.70041124,34.99195055,326.3520298,19.65742461,287.9944707,18.27380227,172.9575318,91.15800757,47.30824437,1.430372125,30.08038771,151.3949279,140.7535985,24.48310454,152.9454658,276.9451023,76.20414592,22.46410406,33.34040002,263.4492362,81.70639005,152.4662144,45.08618785,82.39619268,82.24730727,0.088261851,182.7638064,112.2310038,58.36751707,13.12342814,62.68494043,8.173558906,157.2105438,39.44371482,109.2946411,118.3564008,25.27033344,40.49906981,34.87241873,4.060515484,94.66059195,90.529274,39.85618,54.17306708,20.50513299,109.7761888,100.1376794,164.1438327,28.60689885,80.72920273,98.49459672,22.53967509,222.766199,129.8651867,30.42687906,206.4649176,39.14568451,22.24529324,13.29475269,121.433121,54.72314824,22.15243697,110.6622791,60.78389353,60.49796894,129.7571928,80.11526224,232.7899452,135.1386677,122.166086,29.02480037,78.85840551,44.59310345,36.6571904
